Package Name,Dependant,Current,Wanted,Latest,Type,Critical,High,Moderate,Low,Info,Workspace,URL
,im-platform-openid-connect,24.1.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,im-step-by-step,24.8.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,logger,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,my-hub,24.9.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,next-auth,24.9.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,next-current-url,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,next-link-adapter,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,patchwork,24.9.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,permutive,24.9.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,piano,26.6.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,pockets,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,post-creator,24.9.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,react-use-pagination-hook,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,reactions,26.1.0,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,recipes-frontend,24.9.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,semantic-release-config,26.2.2,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,site-config-service,24.7.1,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,speedcurve,24.9.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,speedcurve-lux,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,static-component-generator,24.9.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,universal-fetch,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,wcp-core,24.9.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,web-bff,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
jest-amp,permutive,1.1.1,1.2.0,1.2.0,devDependencies,false,false,false,false,false,,https://github.com/alexandermendes/jest-amp#readme
jest-axe,my-hub,3.2.0,3.5.0,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/nickcolley/jest-axe#readme
,patchwork,3.1.1,3.5.0,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/nickcolley/jest-axe#readme
,post-creator,3.2.0,3.5.0,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/nickcolley/jest-axe#readme
,recipes-frontend,3.4.0,3.5.0,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/nickcolley/jest-axe#readme
jest-image-snapshot,patchwork,2.9.0,2.12.0,4.2.0,devDependencies,false,false,false,false,false,,https://github.com/americanexpress/jest-image-snapshot#readme
jest-localstorage-mock,advertising,2.4.2,2.4.3,2.4.3,devDependencies,false,false,false,false,false,,https://github.com/clarkbw/jest-localstorage-mock
,patchwork,2.4.0,2.4.3,2.4.3,devDependencies,false,false,false,false,false,,https://github.com/clarkbw/jest-localstorage-mock
jest-puppeteer,patchwork,4.2.0,4.4.0,4.4.0,devDependencies,false,false,false,false,false,,https://github.com/smooth-code/jest-puppeteer/tree/master/packages/jest-puppeteer
jest-useragent-mock,patchwork,0.0.3,0.0.3,0.1.1,devDependencies,false,false,false,false,false,,https://github.com/ariesjia/jest-useragent-mock#readme
jose,im-platform-openid-connect,1.23.0,1.28.0,3.3.1,devDependencies,false,false,false,false,false,,https://github.com/panva/jose
js-yaml-loader,im-pack,1.0.1,1.2.2,1.2.2,dependencies,false,false,false,false,false,,https://github.com/wwilsman/js-yaml-loader#readme
,site-config-service,1.0.1,1.2.2,1.2.2,devDependencies,false,false,false,false,false,,https://github.com/wwilsman/js-yaml-loader#readme
jsdoc,wcp-core,3.6.3,3.6.6,3.6.6,devDependencies,false,false,false,false,false,,https://github.com/jsdoc/jsdoc#readme
jsdom,im-gallery,12.0.0,12.0.0,16.4.0,devDependencies,false,false,false,false,false,,https://github.com/jsdom/jsdom#readme
,im-image-handler,12.0.0,12.0.0,16.4.0,dependencies,false,false,false,false,false,,https://github.com/jsdom/jsdom#readme
,next-current-url,16.2.2,16.4.0,16.4.0,devDependencies,false,false,false,false,false,,https://github.com/jsdom/jsdom#readme
,wcp-core,12.0.0,12.0.0,16.4.0,dependencies,false,false,false,false,false,,https://github.com/jsdom/jsdom#readme
jwt-decode,auth-utils,2.2.0,2.2.0,3.1.2,dependencies,false,false,false,false,false,,https://github.com/auth0/jwt-decode#readme
,im-platform-openid-connect,2.2.0,2.2.0,3.1.2,dependencies,false,false,false,false,false,,https://github.com/auth0/jwt-decode#readme
,reactions-admin,2.2.0,2.2.0,3.1.2,dependencies,false,false,false,false,false,,https://github.com/auth0/jwt-decode#readme
karma,im-plant-records,2.0.5,2.0.5,5.2.3,devDependencies,false,false,false,false,false,,http://karma-runner.github.io/
,wcp-core,0.13.22,0.13.22,5.2.3,devDependencies,false,false,false,false,false,,http://karma-runner.github.io/
karma-allure-reporter,wcp-core,1.4.5,1.4.6,1.4.6,dependencies,false,false,false,false,false,,git@github.yandex-team.ru:just-boris/karma-allure-reporter.git
karma-chrome-launcher,im-plant-records,2.2.0,2.2.0,3.1.0,devDependencies,false,false,false,false,false,,https://github.com/karma-runner/karma-chrome-launcher#readme
,wcp-core,2.2.0,2.2.0,3.1.0,devDependencies,false,false,false,false,false,,https://github.com/karma-runner/karma-chrome-launcher#readme
karma-cli,wcp-core,1.0.1,1.0.1,2.0.0,devDependencies,false,false,false,false,false,,http://karma-runner.github.io/
karma-coverage,wcp-core,1.1.2,1.1.2,2.0.3,devDependencies,false,false,false,false,false,,https://github.com/karma-runner/karma-coverage#readme
karma-jasmine,im-plant-records,1.1.2,1.1.2,4.0.1,devDependencies,false,false,false,false,false,,https://github.com/karma-runner/karma-jasmine#readme
,wcp-core,1.1.2,1.1.2,4.0.1,devDependencies,false,false,false,false,false,,https://github.com/karma-runner/karma-jasmine#readme
karma-sourcemap-loader,wcp-core,0.3.7,0.3.8,0.3.8,devDependencies,false,false,false,false,false,,https://github.com/demerzel3/karma-sourcemap-loader#readme
lazysizes,wcp-core,5.1.0,5.1.0,5.2.2,dependencies,false,false,false,false,false,,https://github.com/aFarkas/lazysizes#readme
lerna,patchwork,3.13.4,3.22.1,3.22.1,devDependencies,false,false,false,false,false,,https://github.com/lerna/lerna#readme
,pockets,3.22.0,3.22.1,3.22.1,devDependencies,false,false,false,false,false,,https://github.com/lerna/lerna#readme
lodash,im-styleguide,4.17.11,4.17.20,4.17.20,dependencies,false,false,false,false,false,,https://lodash.com/
lolex,patchwork,5.1.2,5.1.2,6.0.0,devDependencies,false,false,false,false,false,,http://github.com/sinonjs/lolex
md5,patchwork,2.2.1,2.3.0,2.3.0,devDependencies,false,false,false,false,false,,https://github.com/pvorb/node-md5#readme
merge-stream,im-broadcast-listings,1.0.1,1.0.1,2.0.0,devDependencies,false,false,false,false,false,,https://github.com/grncdr/merge-stream#readme
mini-css-extract-plugin,im-gallery,1.3.0,1.3.2,1.3.2,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/mini-css-extract-plugin
mkdirp,patchwork,1.0.3,1.0.4,1.0.4,devDependencies,false,false,false,false,false,,https://github.com/isaacs/node-mkdirp#readme
,static-component-generator,0.5.1,0.5.5,1.0.4,devDependencies,false,false,false,false,false,,https://github.com/isaacs/node-mkdirp#readme
mock-fs,semantic-release-config,4.12.0,4.13.0,4.13.0,devDependencies,false,false,false,false,false,,https://github.com/tschaub/mock-fs
modernizr,im-styleguide,3.5.0,3.11.4,3.11.4,dependencies,false,false,false,false,false,,https://github.com/Modernizr/Modernizr
,wcp-core,3.8.0,3.11.4,3.11.4,dependencies,false,false,false,false,false,,https://github.com/Modernizr/Modernizr
modernizr-loader,im-broadcast-listings,0.0.5,0.0.5,1.0.1,devDependencies,false,false,false,false,false,,https://github.com/peerigon/modernizr-loader#readme
,im-styleguide,0.0.5,0.0.5,1.0.1,devDependencies,false,false,false,false,false,,https://github.com/peerigon/modernizr-loader#readme
moment,im-co-registration,2.24.0,2.29.1,2.29.1,dependencies,false,false,false,false,false,,https://momentjs.com
,im-step-by-step,2.24.0,2.29.1,2.29.1,dependencies,false,false,false,false,false,,https://momentjs.com
,wcp-core,2.24.0,2.29.1,2.29.1,dependencies,false,false,false,false,false,,https://momentjs.com
mustache,patchwork,3.0.1,3.2.1,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/janl/mustache.js
next,my-hub,9.4.4,9.5.5,10.0.3,dependencies,false,false,false,false,false,,https://nextjs.org
,next-current-url,9.4.2,9.5.5,10.0.3,devDependencies,false,false,false,false,false,,https://nextjs.org
,next-link-adapter,9.4.2,9.5.5,10.0.3,devDependencies,false,false,false,false,false,,https://nextjs.org
,post-creator,9.4.4,9.5.5,10.0.3,dependencies,false,false,false,false,false,,https://nextjs.org
,reactions,10.0.0,10.0.3,10.0.3,devDependencies,false,false,false,false,false,,https://nextjs.org
,recipes-frontend,9.4.4,9.5.5,10.0.3,dependencies,false,false,false,false,false,,https://nextjs.org
,speedcurve-lux,9.4.2,9.5.5,10.0.3,devDependencies,false,false,false,false,false,,https://nextjs.org
next-transpile-modules,my-hub,3.1.0,3.3.0,6.0.0,dependencies,false,false,false,false,false,,https://github.com/martpie/next-transpile-modules#readme
,post-creator,3.1.0,3.3.0,6.0.0,dependencies,false,false,false,false,false,,https://github.com/martpie/next-transpile-modules#readme
,reactions,4.1.0,4.1.0,6.0.0,devDependencies,false,false,false,false,false,,https://github.com/martpie/next-transpile-modules#readme
,recipes-frontend,3.3.0,3.3.0,6.0.0,dependencies,false,false,false,false,false,,https://github.com/martpie/next-transpile-modules#readme
nock,dynamic-related-content,13.0.2,13.0.5,13.0.5,devDependencies,false,false,false,false,false,,https://github.com/nock/nock#readme
,fabric-api-clients,12.0.3,12.0.3,13.0.5,devDependencies,false,false,false,false,false,,https://github.com/nock/nock#readme
,im-platform-openid-connect,11.9.1,11.9.1,13.0.5,devDependencies,false,false,false,false,false,,https://github.com/nock/nock#readme
,my-hub,13.0.4,13.0.5,13.0.5,devDependencies,false,false,false,false,false,,https://github.com/nock/nock#readme
,post-creator,12.0.3,12.0.3,13.0.5,devDependencies,false,false,false,false,false,,https://github.com/nock/nock#readme
,recipes-frontend,13.0.2,13.0.5,13.0.5,devDependencies,false,false,false,false,false,,https://github.com/nock/nock#readme
,web-bff,13.0.4,13.0.5,13.0.5,devDependencies,false,false,false,false,false,,https://github.com/nock/nock#readme
node-fetch,logger,2.6.0,2.6.1,2.6.1,devDependencies,false,false,false,false,false,,https://github.com/bitinn/node-fetch
,my-hub,2.6.0,2.6.1,2.6.1,devDependencies,false,false,false,false,false,,https://github.com/bitinn/node-fetch
,post-creator,2.6.0,2.6.1,2.6.1,devDependencies,false,false,false,false,false,,https://github.com/bitinn/node-fetch
,recipes-frontend,2.6.0,2.6.1,2.6.1,devDependencies,false,false,false,false,false,,https://github.com/bitinn/node-fetch
,universal-fetch,2.6.0,2.6.1,2.6.1,devDependencies,false,false,false,false,false,,https://github.com/bitinn/node-fetch
,web-bff,2.6.0,2.6.1,2.6.1,dependencies,false,false,false,false,false,,https://github.com/bitinn/node-fetch
node-mocks-http,cache-headers,1.8.1,1.9.0,1.9.0,devDependencies,false,false,false,false,false,,https://github.com/howardabrams/node-mocks-http
,my-hub,1.8.1,1.9.0,1.9.0,devDependencies,false,false,false,false,false,,https://github.com/howardabrams/node-mocks-http
,post-creator,1.8.1,1.9.0,1.9.0,devDependencies,false,false,false,false,false,,https://github.com/howardabrams/node-mocks-http
,recipes-frontend,1.8.1,1.9.0,1.9.0,devDependencies,false,false,false,false,false,,https://github.com/howardabrams/node-mocks-http
node-sass,im-gallery,4.14.1,4.14.1,5.0.0,devDependencies,false,false,false,false,false,,https://github.com/sass/node-sass
,im-image-handler,4.11.0,4.14.1,5.0.0,devDependencies,false,false,false,false,false,,https://github.com/sass/node-sass
,im-pack,4.11.0,4.14.1,5.0.0,dependencies,false,false,false,false,false,,https://github.com/sass/node-sass
,patchwork,4.13.1,4.14.1,5.0.0,devDependencies,false,false,false,false,false,,https://github.com/sass/node-sass
,wcp-core,4.13.0,4.14.1,5.0.0,devDependencies,false,false,false,false,false,,https://github.com/sass/node-sass
nodemon,im-platform-openid-connect,2.0.1,2.0.6,2.0.6,devDependencies,false,false,false,false,false,,http://nodemon.io
,web-bff,2.0.4,2.0.6,2.0.6,devDependencies,false,false,false,false,false,,http://nodemon.io
npm,im-styleguide,3.10.10,3.10.10,6.14.9,devDependencies,false,false,false,false,false,,https://docs.npmjs.com/
npm-run-all,im-styleguide,4.1.3,4.1.5,4.1.5,devDependencies,false,false,false,false,false,,https://github.com/mysticatea/npm-run-all
openid-client,im-platform-openid-connect,3.8.4,3.15.10,4.2.2,dependencies,false,false,false,false,false,,https://github.com/panva/node-openid-client
optimize-css-assets-webpack-plugin,im-pack,5.0.1,5.0.4,5.0.4,dependencies,false,false,false,false,false,,http://github.com/NMFR/optimize-css-assets-webpack-plugin
,wcp-core,5.0.3,5.0.4,5.0.4,devDependencies,false,false,false,false,false,,http://github.com/NMFR/optimize-css-assets-webpack-plugin
ora,generate-user-content,4.0.3,4.1.1,5.1.0,dependencies,false,false,false,false,false,,https://github.com/sindresorhus/ora#readme
p-queue,generate-user-content,6.2.1,6.6.2,6.6.2,dependencies,false,false,false,false,false,,https://github.com/sindresorhus/p-queue#readme
param-case,patchwork,3.0.3,3.0.4,3.0.4,devDependencies,false,false,false,false,false,@immediate_media/component-generator,https://github.com/blakeembrey/change-case/tree/master/packages/param-case#readme
,patchwork,3.0.3,3.0.4,3.0.4,dependencies,false,false,false,false,false,,https://github.com/blakeembrey/change-case/tree/master/packages/param-case#readme
pascal-case,patchwork,3.1.1,3.1.2,3.1.2,dependencies,false,false,false,false,false,@immediate_media/component-generator,https://github.com/blakeembrey/change-case/tree/master/packages/pascal-case#readme
path-to-regexp,my-hub,6.1.0,6.2.0,6.2.0,dependencies,false,false,false,false,false,,https://github.com/pillarjs/path-to-regexp#readme
,web-bff,6.1.0,6.2.0,6.2.0,dependencies,false,false,false,false,false,,https://github.com/pillarjs/path-to-regexp#readme
pikaday,im-co-registration,1.8.0,1.8.2,1.8.2,dependencies,false,false,false,false,false,,https://pikaday.com
,wcp-core,1.8.0,1.8.2,1.8.2,dependencies,false,false,false,false,false,,https://pikaday.com
postcss,patchwork,7.0.29,7.0.35,8.2.0,devDependencies,false,false,false,false,false,,https://postcss.org/
,static-component-generator,7.0.32,7.0.35,8.2.0,devDependencies,false,false,false,false,false,,https://postcss.org/
postcss-amp,patchwork,2.0.0,2.0.1,2.0.1,devDependencies,false,false,false,false,false,,https://github.com/tinovyatkin/postcss-amp
postcss-import,patchwork,12.0.1,12.0.1,13.0.0,devDependencies,false,false,false,false,false,,https://github.com/postcss/postcss-import#readme
,wcp-core,9.1.0,9.1.0,13.0.0,devDependencies,false,false,false,false,false,,https://github.com/postcss/postcss-import#readme
postcss-loader,im-gallery,2.1.6,2.1.6,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/postcss-loader
,im-image-handler,2.1.6,2.1.6,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/postcss-loader
,im-pack,3.0.0,3.0.0,4.1.0,dependencies,false,false,false,false,false,,https://github.com/webpack-contrib/postcss-loader
,patchwork,3.0.0,3.0.0,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/postcss-loader
,wcp-core,3.0.0,3.0.0,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/postcss-loader
postcss-preset-env,im-listicles,6.5.0,6.7.0,6.7.0,devDependencies,false,false,false,false,false,,https://github.com/csstools/postcss-preset-env#readme
postcss-url,im-listicles,8.0.0,8.0.0,10.1.1,devDependencies,false,false,false,false,false,,https://github.com/postcss/postcss-url#readme
,im-step-by-step,8.0.0,8.0.0,10.1.1,devDependencies,false,false,false,false,false,,https://github.com/postcss/postcss-url#readme
,patchwork,8.0.0,8.0.0,10.1.1,devDependencies,false,false,false,false,false,,https://github.com/postcss/postcss-url#readme
,wcp-core,5.1.2,5.1.2,10.1.1,devDependencies,false,false,false,false,false,,https://github.com/postcss/postcss-url#readme
prettier,reactions-admin,2.0.5,2.2.1,2.2.1,devDependencies,false,false,false,false,false,,https://prettier.io
prettier-eslint,reactions-admin,11.0.0,11.0.0,12.0.0,devDependencies,false,false,false,false,false,,https://github.com/prettier/prettier-eslint#readme
pubsub-js,wcp-core,1.7.0,1.9.1,1.9.1,dependencies,false,false,false,false,false,,https://github.com/mroderick/PubSubJS#readme
puppeteer,im-gallery,1.20.0,1.20.0,5.5.0,devDependencies,false,false,false,false,false,,https://github.com/puppeteer/puppeteer#readme
,im-image-handler,1.12.2,1.20.0,5.5.0,dependencies,false,false,false,false,false,,https://github.com/puppeteer/puppeteer#readme
query-string,reactions-admin,6.13.1,6.13.7,6.13.7,dependencies,false,false,false,false,false,,https://github.com/sindresorhus/query-string#readme
ra-data-simple-rest,reactions-admin,3.5.5,3.10.4,3.10.4,dependencies,false,false,false,false,false,,https://github.com/marmelab/react-admin#readme
react,dynamic-related-content,16.13.1,16.13.1,17.0.1,devDependencies,false,false,false,false,false,@immediate_media/storybook,https://reactjs.org/
,im-editorial-ratings,16.4.2,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,im-products,16.4.2,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,im-products-detail,16.4.2,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,my-hub,16.13.1,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,next-auth,16.12.0,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,next-current-url,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,next-link-adapter,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,patchwork,16.12.0,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,patchwork,16.12.0,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,permutive,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,pockets,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,post-creator,16.13.0,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,react-use-pagination-hook,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,reactions,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,reactions-admin,16.13.1,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,recipes-frontend,16.13.1,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,speedcurve-lux,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,static-component-generator,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,wcp-core,16.8.0,16.8.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
react-autosuggest,im-editorial-ratings,9.4.3,9.4.3,10.0.4,dependencies,false,false,false,false,false,,https://github.com/moroshko/react-autosuggest#readme
react-dom,dynamic-related-content,16.13.1,16.13.1,17.0.1,devDependencies,false,false,false,false,false,@immediate_media/storybook,https://reactjs.org/
,im-editorial-ratings,16.4.2,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,im-products,16.4.2,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,im-products-detail,16.4.2,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,my-hub,16.13.1,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,next-auth,16.12.0,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,next-link-adapter,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,patchwork,16.12.0,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,patchwork,16.12.0,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,permutive,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,pockets,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,post-creator,16.13.0,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,reactions,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,reactions-admin,16.13.1,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,recipes-frontend,16.13.1,16.14.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
,speedcurve-lux,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,static-component-generator,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,wcp-core,16.8.0,16.8.0,17.0.1,dependencies,false,false,false,false,false,,https://reactjs.org/
react-helmet,dynamic-related-content,6.0.0,6.1.0,6.1.0,devDependencies,false,false,false,false,false,,https://github.com/nfl/react-helmet#readme
,my-hub,6.0.0,6.1.0,6.1.0,dependencies,false,false,false,false,false,,https://github.com/nfl/react-helmet#readme
,patchwork,6.0.0,6.0.0,6.1.0,devDependencies,false,false,false,false,false,,https://github.com/nfl/react-helmet#readme
,permutive,6.0.0,6.1.0,6.1.0,devDependencies,false,false,false,false,false,,https://github.com/nfl/react-helmet#readme
,post-creator,6.0.0,6.1.0,6.1.0,dependencies,false,false,false,false,false,,https://github.com/nfl/react-helmet#readme
,recipes-frontend,6.0.0,6.1.0,6.1.0,dependencies,false,false,false,false,false,,https://github.com/nfl/react-helmet#readme
,speedcurve-lux,6.0.0,6.1.0,6.1.0,devDependencies,false,false,false,false,false,,https://github.com/nfl/react-helmet#readme
,static-component-generator,6.0.0,6.1.0,6.1.0,devDependencies,false,false,false,false,false,,https://github.com/nfl/react-helmet#readme
,wcp-core,6.0.0,6.1.0,6.1.0,dependencies,false,false,false,false,false,,https://github.com/nfl/react-helmet#readme
react-popper,my-hub,1.3.7,1.3.7,2.2.4,dependencies,false,false,false,false,false,@immediate_media/components,https://popper.js.org/react-popper
,patchwork,1.3.7,1.3.7,2.2.4,dependencies,false,false,false,false,false,,https://popper.js.org/react-popper
,post-creator,1.3.7,1.3.7,2.2.4,dependencies,false,false,false,false,false,,https://popper.js.org/react-popper
react-query,reactions,2.4.14,2.26.4,2.26.4,dependencies,false,false,false,false,false,,https://github.com/tannerlinsley/react-query#readme
react-query-devtools,reactions,2.3.0,2.6.3,2.6.3,devDependencies,false,false,false,false,false,,https://github.com/tannerlinsley/react-query-devtools#readme
react-router-dom,wcp-core,4.3.1,4.3.1,5.2.0,dependencies,false,false,false,false,false,,https://github.com/ReactTraining/react-router#readme
react-scripts,im-editorial-ratings,1.1.5,1.1.5,4.0.1,dependencies,false,false,false,false,false,,https://github.com/facebook/create-react-app#readme
,im-products,1.1.5,1.1.5,4.0.1,dependencies,false,false,false,false,false,,https://github.com/facebook/create-react-app#readme
,im-products-detail,1.1.5,1.1.5,4.0.1,dependencies,false,false,false,false,false,,https://github.com/facebook/create-react-app#readme
,reactions-admin,3.4.1,3.4.4,4.0.1,dependencies,false,false,false,false,false,,https://github.com/facebook/create-react-app#readme
react-side-effect,patchwork,2.1.0,2.1.1,2.1.1,dependencies,false,false,false,false,false,@immediate_media/components,https://github.com/gaearon/react-side-effect
react-sortable-hoc,im-editorial-ratings,0.8.4,0.8.4,1.11.0,dependencies,false,false,false,false,false,,https://github.com/clauderic/react-sortable-hoc
react-test-renderer,next-current-url,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,pockets,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,reactions,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
,speedcurve-lux,16.13.1,16.14.0,17.0.1,devDependencies,false,false,false,false,false,,https://reactjs.org/
react-transition-group,my-hub,4.3.0,4.4.1,4.4.1,dependencies,false,false,false,false,false,,https://github.com/reactjs/react-transition-group#readme
,post-creator,4.3.0,4.4.1,4.4.1,dependencies,false,false,false,false,false,,https://github.com/reactjs/react-transition-group#readme
,wcp-core,1.2.1,1.2.1,4.4.1,dependencies,false,false,false,false,false,,https://github.com/reactjs/react-transition-group#readme
regenerator-runtime,im-gallery,0.12.1,0.12.1,0.13.7,devDependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime
,im-image-handler,0.12.1,0.12.1,0.13.7,devDependencies,false,false,false,false,false,,https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime
,my-hub,0.13.5,0.13.7,0.13.7,dependencies,false,false,false,false,false,,https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime
,patchwork,0.13.5,0.13.7,0.13.7,devDependencies,false,false,false,false,false,,https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime
,post-creator,0.13.5,0.13.7,0.13.7,dependencies,false,false,false,false,false,,https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime
,recipes-frontend,0.13.5,0.13.7,0.13.7,dependencies,false,false,false,false,false,,https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime
,web-bff,0.13.5,0.13.7,0.13.7,devDependencies,false,false,false,false,false,,https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime
rimraf,im-platform-openid-connect,3.0.0,3.0.2,3.0.2,devDependencies,false,false,false,false,false,@immediate_media/component-generator,https://github.com/isaacs/rimraf#readme
,my-hub,2.7.1,2.7.1,3.0.2,devDependencies,false,false,false,false,false,,https://github.com/isaacs/rimraf#readme
,patchwork,2.7.1,2.7.1,3.0.2,dependencies,false,false,false,false,false,,https://github.com/isaacs/rimraf#readme
,post-creator,2.7.1,2.7.1,3.0.2,devDependencies,false,false,false,false,false,,https://github.com/isaacs/rimraf#readme
,recipes-frontend,2.7.1,2.7.1,3.0.2,devDependencies,false,false,false,false,false,,https://github.com/isaacs/rimraf#readme
,static-component-generator,3.0.0,3.0.2,3.0.2,devDependencies,false,false,false,false,false,,https://github.com/isaacs/rimraf#readme
run-sequence,im-broadcast-listings,1.2.2,1.2.2,2.2.1,devDependencies,false,false,false,false,false,,https://github.com/OverZealous/run-sequence
,im-styleguide,1.2.2,1.2.2,2.2.1,devDependencies,false,false,false,false,false,,https://github.com/OverZealous/run-sequence
,wcp-core,1.2.2,1.2.2,2.2.1,devDependencies,false,false,false,false,false,,https://github.com/OverZealous/run-sequence
sao,patchwork,1.6.1,1.7.1,1.7.1,dependencies,false,false,false,false,false,@immediate_media/component-generator,https://github.com/saojs/sao#readme
sass-loader,im-gallery,7.3.1,7.3.1,10.1.0,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/sass-loader
